,property_type,tenure,built_year,num_beds,num_baths,size_sqft,total_num_units,lat,lng,subzone,planning_area,price
9763,apartment,99-year leasehold,2023.0,5.0,4.0,1819,378.0,1.3124025,103.84117158557598,moulmein,novena,4257800.0
9764,condo,99-year leasehold,2025.0,4.0,2.0,1281,640.0,1.3080119,103.76731822674004,clementi woods,clementi,2340400.0
9765,condo,freehold,2025.0,2.0,1.0,614,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1764000.0
9766,condo,freehold,2023.0,3.0,3.0,1033,65.0,1.2982562,103.88623159951769,mountbatten,marine parade,2310000.0
9767,bungalow,freehold,1985.7777777777778,6.0,6.0,5580,375.360850381067,1.3137951,103.7795376,ulu pandan,bukit timah,14910000.0
9768,executive condo,99-year leasehold,2016.0,3.0,3.0,1098,380.0,1.39490445,103.87994825262744,fernvale,sengkang,1470000.0
9769,cluster house,99-year leasehold,2014.0,6.0,5.0,4263,82.0,1.32850995,103.7892708419275,holland road,bukit timah,3780000.0
9771,hdb,99-year leasehold,2015.0,3.0,2.0,990,375.360850381067,1.39423435,103.89218547352408,anchorvale,sengkang,617400.0
9772,hdb,99-year leasehold,2011.0,3.0,2.0,1000,375.360850381067,1.27556565,103.84130749625815,chinatown,outram,1321800.0
9773,semi-detached house,freehold,2028.0,5.0,6.0,4058,107.0,1.3784672,103.8650612,seletar hills,serangoon,4189500.0
9774,condo,freehold,2016.0,3.0,2.0,1690,52.0,1.3223863,103.814562,tyersall,tanglin,6279000.0
9775,hdb,99-year leasehold,1992.0,3.0,2.0,1108,64.0,1.3614076000000002,103.84251752211394,marymount,bishan,669900.0
9776,condo,freehold,2015.0,3.0,2.0,1238,131.0,1.2957684,103.76619301679278,clementi west,clementi,2310000.0
9777,hdb,99-year leasehold,1993.0,4.0,2.0,1173,375.360850381067,1.3687302,103.8515596930611,chong boon,ang mo kio,766500.0
9778,condo,99-year leasehold,2026.0,2.0,2.0,732,115.0,1.3404645,103.88373309629344,joo seng,toa payoh,1424800.0
9779,condo,99-year leasehold,2024.0,4.0,3.0,1292,171.0,1.3527852,103.7847885,nature reserve,bukit panjang,2835000.0
9780,condo,freehold,2023.0,3.0,2.0,1130,69.0,1.3087662,103.8090654,ridout,tanglin,3066000.0
9781,condo,freehold,2025.0,1.0,1.0,527,376.0,1.29410615,103.83673469533848,institution hill,river valley,1614900.0
9782,executive condo,99-year leasehold,2016.0,4.0,3.0,1259,546.0,1.3321733999999998,103.72419457835264,taman jurong,jurong west,1554000.0
9784,condo,99-year leasehold,2015.0,3.0,4.0,3907,1040.0,1.28221375,103.80326062094298,depot road,bukit merah,3727500.0
9785,cluster house,freehold,2014.0,5.0,7.0,3993,8.0,1.28126855,103.78474213344371,pasir panjang 1,queenstown,3454500.0
9786,hdb,99-year leasehold,2006.0,3.0,2.0,1184,375.360850381067,1.3832391,103.89765329414124,compassvale,sengkang,629000.0
9787,hdb,99-year leasehold,1992.0,3.0,2.0,1120,89.0,1.3727380500000002,103.87284395,serangoon north,serangoon,514500.0
9789,executive condo,99-year leasehold,2016.0,4.0,3.0,1249,653.0,1.432231,103.79930106701984,woodlands south,woodlands,1503600.0
9790,condo,freehold,2023.0,4.0,5.0,1399,58.0,1.3164313,103.8575321,lavender,kallang,3339000.0
9791,corner terrace,freehold,1970.0,5.0,3.0,3000,375.360850381067,1.3438061,103.77306041080249,anak bukit,bukit timah,6918300.0
9792,hdb,99-year leasehold,2016.0,3.0,2.0,1001,375.360850381067,1.4015189499999998,103.91449684115965,waterway east,punggol,651000.0
9793,condo,freehold,2023.0,2.0,2.0,614,65.0,1.2982562,103.88623159951769,mountbatten,marine parade,1669500.0
9794,condo,freehold,1999.0,3.0,2.0,1141,130.0,1.2933505,103.83887866386893,institution hill,river valley,2625000.0
9795,hdb,99-year leasehold,1987.0,2.0,2.0,797,375.360850381067,1.3768779,103.8934395,hougang east,hougang,429300.0
9796,apartment,freehold,2017.0,1.0,1.0,473,33.0,1.295539,103.828318,nassim,tanglin,1110900.0
9797,hdb,99-year leasehold,2003.0,3.0,2.0,1183,375.360850381067,1.4085085,103.8919886,seletar,seletar,660300.0
9798,hdb,99-year leasehold,2017.0,3.0,2.0,1216,375.360850381067,1.3436934,103.7474474448143,bukit batok south,bukit batok,871500.0
9799,condo,freehold,2025.0,4.0,2.0,1066,24.0,1.309875,103.9119259,frankel,bedok,2304800.0
9800,hdb,99-year leasehold,1981.0,2.0,2.0,731,375.360850381067,1.3293913000000002,103.9210537498026,kembangan,bedok,420000.0
9803,bungalow,freehold,2008.8552631578948,5.0,6.0,8324,375.360850381067,1.3292661,103.81093081688778,hillcrest,bukit timah,16674000.0
9805,condo,freehold,2025.0,2.0,2.0,700,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1995000.0
9806,apartment,99-year leasehold,2024.0,2.0,1.0,570,667.0,1.33869315,103.87174954613296,bidadari,toa payoh,1428000.0
9808,condo,freehold,2017.0,2.0,2.0,732,168.0,1.3156128,103.8454853,moulmein,novena,1869000.0
9810,hdb,99-year leasehold,1996.0,3.0,2.0,1130,375.360850381067,1.4318561,103.7853201,woodgrove,woodlands,564900.0
9811,condo,freehold,2022.0,3.0,2.0,1109,115.0,1.3165593,103.8298930092109,nassim,tanglin,3305500.0
9812,condo,freehold,2024.0,5.0,3.0,1884,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,4438400.0
9813,condo,99-year leasehold,2027.0,2.0,1.0,657,158.0,1.3252767,103.9326308,bedok north,bedok,1375500.0
9815,condo,99-year leasehold,2027.0,4.0,3.0,1302,158.0,1.3252767,103.9326308,bedok north,bedok,2625000.0
9816,executive condo,99-year leasehold,2017.0,3.0,3.0,1076,747.0,1.4011046500000002,103.9164636157126,waterway east,punggol,1333500.0
9817,hdb,99-year leasehold,1969.0,2.0,1.0,689,375.360850381067,1.2885685,103.8293024,bukit ho swee,bukit merah,472500.0
9818,hdb,99-year leasehold,1983.0,3.0,2.0,1119,375.360850381067,1.3665444,103.8969803,kangkar,hougang,472500.0
9819,condo,freehold,2025.0,2.0,2.0,657,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1840200.0
9820,condo,99-year leasehold,2000.0,2.0,2.0,1032,509.0,1.2896071,103.84086619717208,robertson quay,singapore river,1890000.0
9821,condo,99-year leasehold,2026.0,4.0,4.0,1302,448.0,1.44002835,103.82774103667388,sembawang springs,sembawang,1879500.0
9822,condo,99-year leasehold,2021.0,2.0,2.0,764,450.0,1.29314065,103.83767042389816,institution hill,river valley,2236500.0
9824,condo,freehold,2024.0,1.0,1.0,495,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,1050000.0
9825,terraced house,freehold,1998.0,3.0,2.0,1600,375.360850381067,1.3721314,103.8287,sembawang hills,ang mo kio,3444000.0
9826,hdb,99-year leasehold,1986.0,3.0,2.0,1410,375.360850381067,1.3020472,103.88290925,tanjong rhu,kallang,892500.0
9827,hdb,99-year leasehold,1979.0,2.0,2.0,731,192.0,1.33466835,103.92764481458067,bedok north,bedok,396900.0
9828,condo,freehold,2024.0,3.0,2.0,1033,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,2205000.0
9829,hdb,99-year leasehold,1992.0,2.0,2.0,688,375.360850381067,1.4227615,103.84056343484136,yishun south,yishun,441000.0
9830,bungalow,99-year leasehold,2007.0,4.0,5.0,9166,21.0,1.2512793,103.84574783883562,sentosa,southern islands,14175000.0
9831,condo,99-year leasehold,2018.0,3.0,2.0,947,495.0,1.3937045499999998,103.88083569352222,fernvale,sengkang,1344000.0
9832,hdb,99-year leasehold,1998.0,3.0,2.0,1334,375.360850381067,1.4331847,103.79179507116024,woodlands south,woodlands,598500.0
9833,apartment,freehold,2023.0,4.0,3.0,1281,340.0,1.3159611,103.836848,moulmein,novena,3748500.0
9834,condo,freehold,2020.0,3.0,2.0,904,48.0,1.3277879,103.906278221509,kaki bukit,bedok,1659000.0
9835,condo,99-year leasehold,2023.0,2.0,2.0,818,455.0,1.3027702,103.8694351,tanjong rhu,kallang,2339400.0
9836,condo,99-year leasehold,2026.0,3.0,4.0,1744,351.0,1.2739587,103.84363531310518,anson,downtown core,6990900.0
9837,semi-detached house,freehold,1998.0,6.0,7.0,9160,8.0,1.30134595,103.82981928933208,paterson,river valley,13860000.0
9838,bungalow,freehold,2014.0,6.0,5.0,7015,375.360850381067,1.3171727,103.922284,frankel,bedok,8998500.0
9839,hdb,99-year leasehold,1998.0,3.0,2.0,1087,375.360850381067,1.4376959500000002,103.80135460265988,woodlands east,woodlands,524000.0
9840,executive condo,99-year leasehold,2017.0,4.0,4.0,1270,651.0,1.3997054,103.89091928493724,anchorvale,sengkang,1801600.0
9841,apartment,freehold,2023.0,5.0,3.0,1507,58.0,1.3164313,103.8575321,lavender,kallang,3024000.0
9842,condo,freehold,1999.0,3.0,3.0,1141,130.0,1.2933505,103.83887866386893,institution hill,river valley,2625000.0
9843,hdb,99-year leasehold,1976.0,3.0,1.0,947,375.360850381067,1.281169,103.8288852,tiong bahru,bukit merah,555300.0
9844,condo,99-year leasehold,2014.0,3.0,3.0,1130,696.0,1.3488083999999998,103.9262740075139,tampines west,tampines,1575000.0
9846,condo,99-year leasehold,2008.0,1.0,1.0,688,1111.0,1.28099045,103.85274051881804,central subzone,downtown core,1596000.0
9847,condo,99-year leasehold,2024.0,3.0,2.0,904,558.0,1.29841635,103.85717773862802,bugis,downtown core,2257500.0
9848,condo,freehold,2022.0,3.0,3.0,1249,52.0,1.3157947,103.8320962933791,nassim,tanglin,3758000.0
9849,condo,99-year leasehold,2000.0,3.0,3.0,1230,537.0,1.3481616,103.92746155105324,tampines west,tampines,1417500.0
9850,condo,freehold,2025.0,3.0,3.0,1055,319.0,1.310429,103.80282102340084,leedon park,bukit timah,2884200.0
9851,condo,99-year leasehold,2022.0,1.0,1.0,517,476.0,1.3271094,103.7964042,coronation road,bukit timah,1445000.0
9853,condo,freehold,2025.0,2.0,2.0,753,230.0,1.31730585,103.83260746060152,nassim,tanglin,2625000.0
9856,semi-detached house,freehold,2002.0,4.0,3.0,2700,375.360850381067,1.3245794,103.9136468,kembangan,bedok,5145000.0
9857,condo,freehold,2024.0,2.0,1.0,678,162.0,1.3260123,103.8500626,balestier,novena,1365000.0
9858,executive condo,99-year leasehold,2016.0,3.0,3.0,1141,506.0,1.4438513,103.81992431665668,sembawang central,sembawang,1522500.0
9860,hdb,99-year leasehold,1995.0,4.0,2.0,1572,375.360850381067,1.3641391,103.96210275726116,pasir ris drive,pasir ris,806400.0
9861,condo,freehold,2021.0,4.0,4.0,1259,285.0,1.330403,103.7949393,holland road,bukit timah,3879300.0
9862,condo,freehold,2023.0,4.0,6.0,1744,39.0,1.3058321,103.8382586,cairnhill,newton,5775000.0
9863,hdb,99-year leasehold,1986.0,3.0,2.0,1313,375.360850381067,1.3703146,103.88514855,hougang west,hougang,840000.0
9864,hdb,99-year leasehold,2013.0,3.0,2.0,1021,375.360850381067,1.4023951,103.91187689666116,waterway east,punggol,588000.0
9865,hdb,99-year leasehold,2017.0,2.0,2.0,731,375.360850381067,1.34111915,103.70773896096762,jurong west central,jurong west,546000.0
9866,condo,freehold,2025.0,3.0,4.0,1528,376.0,1.29410615,103.83673469533848,institution hill,river valley,4677800.0
9867,semi-detached house,99-year leasehold,1999.0978260869565,7.0,7.0,5300,375.360850381067,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,6594000.0
9868,hdb,99-year leasehold,1985.0,2.0,2.0,721,375.360850381067,1.3469434,103.72370216588062,hong kah,jurong west,383200.0
9869,executive condo,99-year leasehold,2005.0,3.0,3.0,1194,397.0,1.38033145,103.93534779612897,pasir ris west,pasir ris,1260000.0
9870,condo,99-year leasehold,2024.0,2.0,1.0,614,522.0,1.29773195,103.8559134735316,bugis,downtown core,1934100.0
9871,hdb,99-year leasehold,2014.0,3.0,2.0,1130,375.360850381067,1.3281235,103.7248259,taman jurong,jurong west,756000.0
9872,bungalow,freehold,2011.0,6.0,6.0,6000,375.360850381067,1.34602025,103.86719776832936,lorong chuan,serangoon,8662500.0
9873,condo,freehold,2022.0,3.0,2.0,915,250.0,1.3443339,103.8786904,upper paya lebar,serangoon,2100000.0
9874,condo,freehold,2025.0,2.0,2.0,807,376.0,1.29410615,103.83673469533848,institution hill,river valley,2719500.0
9875,condo,99-year leasehold,2023.0,2.0,1.0,657,1074.0,1.304855,103.77377633404797,dover,queenstown,1442700.0
9876,hdb,99-year leasehold,2016.0,3.0,2.0,1000,375.360850381067,1.4039087499999998,103.8956763292002,matilda,punggol,659400.0
9877,condo,99-year leasehold,2011.0,2.0,2.0,1109,1129.0,1.2667184,103.811492599035,maritime square,bukit merah,2079000.0
9878,condo,freehold,2026.0,3.0,3.0,980,137.0,1.3159484,103.8575892,lavender,kallang,1855400.0
9879,condo,99-year leasehold,2024.0,2.0,2.0,797,171.0,1.3533168,103.7896255,central water catchment,central water catchment,1566600.0
9882,condo,99-year leasehold,2024.0,4.0,4.0,1808,558.0,1.29841635,103.85717773862802,bugis,downtown core,4844700.0
9883,walk-up,freehold,2009.5714285714287,4.0,3.0,1750,375.360850381067,1.3130456,103.8997643,geylang east,geylang,1711500.0
9884,condo,freehold,2022.0,2.0,3.0,1292,57.0,1.3095826,103.800775,leedon park,bukit timah,4198300.0
9885,condo,99-year leasehold,2014.0,4.0,4.0,1539,501.0,1.35497695,103.96740285366717,flora drive,pasir ris,2087400.0
9886,hdb,99-year leasehold,1996.0,3.0,2.0,1378,84.0,1.3964192,103.7511057,choa chu kang north,choa chu kang,614200.0
9887,hdb,99-year leasehold,1998.0,3.0,2.0,1077,375.360850381067,1.3559282499999998,103.84516399580886,marymount,bishan,776000.0
9888,condo,freehold,2026.0,3.0,2.0,958,137.0,1.3159484,103.8575892,lavender,kallang,1680000.0
9889,hdb,99-year leasehold,2017.0,3.0,2.0,1216,375.360850381067,1.3436352,103.74810782709542,bukit batok south,bukit batok,974400.0
9890,condo,99-year leasehold,2023.0,3.0,2.0,1184,774.0,1.28301625,103.83988698554164,pearl's hill,outram,2977800.0
9892,condo,99-year leasehold,2004.0,2.0,2.0,972,969.0,1.2665537,103.81519184203198,maritime square,bukit merah,1732500.0
9893,condo,freehold,2025.0,2.0,2.0,700,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1879500.0
9894,hdb,99-year leasehold,2015.0,2.0,2.0,721,1158.0,1.3887108,103.9075348,rivervale,sengkang,472500.0
9895,condo,99-year leasehold,2011.0,4.0,5.0,3272,1129.0,1.2667184,103.811492599035,maritime square,bukit merah,9240000.0
9896,condo,99-year leasehold,2008.0,1.0,1.0,678,1111.0,1.28099045,103.85274051881804,central subzone,downtown core,1396500.0
9897,condo,99-year leasehold,2026.0,5.0,7.0,3973,696.0,1.2915415,103.84517442690934,clarke quay,singapore river,18690000.0
9898,bungalow,freehold,2011.0,8.0,8.0,15000,375.360850381067,1.3560237,103.8289716,upper thomson,bishan,38640000.0
9899,executive condo,99-year leasehold,2027.0,3.0,2.0,1001,616.0,1.4349279,103.8452818,yishun east,yishun,1239000.0
9900,condo,freehold,1995.0,3.0,3.0,1582,104.0,1.27835295,103.78832700544456,pasir panjang 2,queenstown,2349900.0
9901,executive condo,99-year leasehold,2017.0,3.0,3.0,1076,747.0,1.4011046500000002,103.9164636157126,waterway east,punggol,1470000.0
9903,condo,freehold,2015.0,1.0,1.0,387,147.0,1.32800235,103.86254830840365,bendemeer,kallang,677200.0
9904,hdb,99-year leasehold,1978.0,2.0,2.0,721,375.360850381067,1.3801319,103.7558789,teck whye,choa chu kang,346500.0
9905,hdb,99-year leasehold,2000.0,3.0,2.0,914,375.360850381067,1.2931515999999998,103.81071216148337,margaret drive,queenstown,672000.0
9906,condo,freehold,2022.0,4.0,5.0,1970,115.0,1.3165593,103.8298930092109,nassim,tanglin,6300000.0
9908,condo,freehold,2025.0,2.0,1.0,570,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1686600.0
9909,hdb,99-year leasehold,1979.0,3.0,2.0,785,375.360850381067,1.368603,103.85082026935956,chong boon,ang mo kio,456800.0
9910,condo,99-year leasehold,2026.0,4.0,5.0,1959,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,5019200.0
9912,condo,freehold,2023.0,4.0,4.0,1378,340.0,1.3159611,103.836848,moulmein,novena,4340700.0
9913,condo,99-year leasehold,2024.0,3.0,3.0,1647,215.0,1.3533168,103.7896255,central water catchment,central water catchment,3444000.0
9914,condo,freehold,2008.0,5.0,3.0,2519,165.0,1.3047202,103.8017033,margaret drive,queenstown,4725000.0
9915,semi-detached house,freehold,1970.0,6.0,7.0,4841,375.360850381067,1.30640765,103.93278955123664,siglap,bedok,6279000.0
9916,condo,freehold,2024.0,4.0,3.0,1582,592.0,1.3005809,103.89939364290174,marine parade,marine parade,4077200.0
9917,condo,freehold,2000.0,3.0,3.0,1507,34.0,1.3088531,103.83075564258824,orange grove,newton,3990000.0
9918,condo,freehold,2025.0,3.0,3.0,1055,319.0,1.310429,103.80282102340084,leedon park,bukit timah,2536800.0
9920,hdb,99-year leasehold,1975.0,2.0,1.0,700,403.0,1.28625795,103.84220666778684,pearl's hill,outram,462000.0
9921,condo,99-year leasehold,2023.0,4.0,4.0,1399,774.0,1.28301625,103.83988698554164,pearl's hill,outram,3517500.0
9924,executive condo,99-year leasehold,2013.0,3.0,3.0,1066,573.0,1.3813785,103.89119243071497,compassvale,sengkang,1572900.0
9925,condo,99-year leasehold,2017.0,4.0,6.0,6814,510.0,1.277361,103.84933771170438,cecil,downtown core,21840000.0
9926,condo,99-year leasehold,2026.0,5.0,4.0,1475,372.0,1.369097,103.833145230925,shangri-la,ang mo kio,3329600.0
9927,corner terrace,freehold,2015.8861788617887,6.0,6.0,6987,375.360850381067,1.3644465,103.8825992,kovan,hougang,6909000.0
9928,hdb,99-year leasehold,2004.0,3.0,2.0,969,375.360850381067,1.4564669,103.81717600410714,sembawang north,sembawang,483000.0
9929,hdb,99-year leasehold,1982.0,2.0,1.0,710,375.360850381067,1.3061466,103.8500303,farrer park,rochor,420000.0
9930,hdb,99-year leasehold,2013.0,3.0,2.0,1216,375.360850381067,1.40213245,103.91220891361915,waterway east,punggol,796900.0
9931,condo,99-year leasehold,2025.0,1.0,1.0,517,396.0,1.28617715,103.83955002171584,pearl's hill,outram,1247400.0
9932,hdb executive,99-year leasehold,2017.0,4.0,3.0,1291,503.0,1.3997063,103.88879840590312,anchorvale,sengkang,712800.0
9933,condo,freehold,2022.0,3.0,4.0,2045,57.0,1.3095826,103.800775,leedon park,bukit timah,6513300.0
9934,condo,freehold,2019.0,2.0,1.0,506,48.0,1.32204335,103.8109697705242,coronation road,bukit timah,1470000.0
9935,hdb,99-year leasehold,1981.0,3.0,2.0,1000,120.0,1.3090684499999998,103.88205223557198,aljunied,geylang,661500.0
9936,condo,freehold,2022.0,4.0,4.0,1970,115.0,1.3165593,103.8298930092109,nassim,tanglin,6372000.0
9937,apartment,freehold,2012.0,3.0,4.0,3229,56.0,1.3113331499999998,103.83601300788084,newton circus,newton,13860000.0
9938,condo,99-year leasehold,2016.0,2.0,2.0,915,181.0,1.2773432,103.8456501,tanjong pagar,downtown core,3735900.0
9940,condo,99-year leasehold,2026.0,2.0,1.0,700,351.0,1.2739587,103.84363531310518,anson,downtown core,1956200.0
9941,hdb,99-year leasehold,2001.0,3.0,2.0,1184,91.0,1.33935755,103.69783724089184,jurong west central,jurong west,575400.0
9942,terraced house,freehold,1980.0,8.0,7.0,3787,375.360850381067,1.3774798,103.8288908,sembawang hills,ang mo kio,5040000.0
9943,condo,freehold,2014.0,3.0,2.0,1991,272.0,1.3014187,103.84864400990352,mount emily,rochor,3360000.0
9944,hdb,99-year leasehold,2017.0,3.0,2.0,1011,375.360850381067,1.35611025,103.93169200052458,tampines west,tampines,672000.0
9945,hdb,99-year leasehold,2003.0,3.0,2.0,1011,375.360850381067,1.4417762,103.80742243583047,woodlands east,woodlands,546000.0
9946,hdb,99-year leasehold,1978.0,2.0,2.0,721,375.360850381067,1.3204087,103.94270349832748,bedok south,bedok,336000.0
9947,cluster house,99-year leasehold,2016.0,5.0,4.0,3154,62.0,1.3310043,103.8073633,hillcrest,bukit timah,4746000.0
9948,hdb,99-year leasehold,1985.0,3.0,2.0,1119,132.0,1.35444035,103.95252414054326,tampines east,tampines,630000.0
9950,hdb,99-year leasehold,2000.0,3.0,2.0,1173,375.360850381067,1.38668085,103.90525079946724,rivervale,sengkang,586800.0
9951,cluster house,99-year leasehold,2016.0,4.0,5.0,3154,62.0,1.3310043,103.8073633,hillcrest,bukit timah,4596900.0
9952,condo,freehold,2023.0,3.0,2.0,840,85.0,1.3120762,103.8040548,tyersall,tanglin,2581800.0
9953,condo,freehold,2006.0,1.0,2.0,828,517.0,1.3564042500000002,103.9680377591946,flora drive,pasir ris,945000.0
9954,executive condo,99-year leasehold,2013.0,2.0,2.0,829,573.0,1.3813785,103.89119243071497,compassvale,sengkang,1207500.0
9955,cluster house,freehold,2011.0,5.0,4.0,4661,40.0,1.3219091,103.7912914,leedon park,bukit timah,4725000.0
9956,hdb,99-year leasehold,2016.0,3.0,2.0,990,682.0,1.37481095,103.74262288457126,keat hong,choa chu kang,577500.0
9957,condo,freehold,2024.0,4.0,4.0,1302,592.0,1.3005809,103.89939364290174,marine parade,marine parade,3336900.0
9958,hdb,99-year leasehold,1988.0,3.0,2.0,1109,132.0,1.4271284,103.840722,yishun central,yishun,472500.0
